word,answer,cosine_similarity
vliegen,glijbaan,0.549
rennen,vegen,0.577
water,regen,0.668
koken,,0.544
knippen,hamer,0.599
bitter,kotsen,0.566
walgen,overgeven,0.676
vuur,tikken,0.547
bijten,eten,0.698
kauwen,drinken,0.627
eten,eten,1.0
staan,dood,0.555
gek,gek,1.0
snijden,smeren,0.604
vogel,vliegen,0.717
koud,koud,1.0
niet,stop,0.618
scherp,vies,0.646
huilen,huilen,1.0
lachen,lachen,1.0
zuigen,blazen,0.697
rijk,geld,0.585
olifant,olifant,1.0
snel,rennen,0.688
vis,zwemmen,0.717
goed,goed,1.0
luidruchtig,schreeuwen,0.734
verdrietig,verdrietig,1.0
onweer,boom,0.562
zwemmen,zwemmen,1.0
bloem,regen,0.599
haasten,snel,0.794
zoemen,zoeken,0.538
vrouw,zingen,0.506
hoog,hoog,1.0
sterk,sterk,1.0
blazen,wind,0.732
ademen,hijgen,0.797
vechten,vechten,1.0
auto,autorijden,0.913
comfortabel,moe,0.584
blij,lachen,0.673
bang,bang,1.0
piepen,muis,0.579
verbranden,scherp,0.549
grommen,aap,0.601
springen,springen,1.0
wind,wind,1.0
klok,tikken,0.64
klok,regen,0.538
klok,klikken,0.586
zwaaien,wind,0.598
zwaaien,vegen,0.615
zwaaien,waaien,0.69
zwaar,vermoeid,0.652
zwaar,zwaar,1.0
stil,stil,1.0
horen,grommen,0.651
horen,ritselen,0.6
horen,lachen,0.556
jagen,pistool,0.57
jagen,explosie,0.513
jagen,schieten,0.735
weten,begrijpen,0.866
weten,lekker,0.538
weten,snappen,0.798
slapen,slapen,1.0
kotsen,walgen,0.77
kotsen,overgeven,0.887
fiets,motor,0.834
fiets,boren,0.467
fiets,wind,0.519
juichen,vreugde,0.804
juichen,juichen,1.0
ik,zingen,0.551
ik,toegeven,0.598
ik,bevestigen,0.519
boos,boos,1.0
kind,baby,0.881
kind,kind,1.0
heet,slang,0.564
heet,uitgeput,0.543
langzaam,zingen,0.524
langzaam,klinken,0.484
langzaam,smoezen,0.56
geven,vreugde,0.522
geven,weten,0.679
geven,begrijpen,0.685
ruiken,ruiken,1.0
telefoon,bellen,0.836
telefoon,telefoon,1.0
zingen,zingen,1.0
groot,groot,1.0
dood,dood,1.0
ver,ver,1.0
hoorn,neushoorn,0.704
hoorn,olifant,0.621
hoorn,neusaap,0.545
zout,koken,0.623
zout,toevoegen,0.583
zout,zout,1.0
slang,vis,0.606
slang,haai,0.62
slang,zwemmen,0.585
gooien,gooien,1.0
geheim,stil,0.633
geheim,stilte,0.705
geheim,stil,0.633
sneeuw,regen,0.727
sneeuw,regenjas,0.613
sneeuw,regendans,0.727
kat,doos,0.599
kat,sporten,0.533
kat,olifant,0.637
ei,koken,0.668
ei,pasta,0.68
ei,ei,1.0
berg,huis,0.562
berg,skivakantie,0.684
berg,piste,0.628
oud,bejaarde,0.799
oud,bejaarden,0.827
oud,dood,0.604
zoet,eten,0.646
zoet,proeven,0.585
zoet,smikkelen,0.637
kruipen,kruipen,1.0
likken,likken,1.0
eend,eend,1.0
bal,bal,1.0
vlieg,vogel,0.706
vlieg,kuiken,0.632
vlieg,vlieg,1.0
man,billen,0.536
man,jongen,0.778
man,man,1.0
misschien,twijfelen,0.642
misschien,misschien,1.0
vangen,vangen,1.0
vallen,vallen,1.0
slaan,slaan,1.0
fluisteren,fluisteren,1.0
glimlach,glimlachen,0.992
vliegtuig,vliegtuig,1.0
geur,ruiken,0.933
geur,inademen,0.676
geur,stinken,0.879
klein,klein,1.0
zuur,walgen,0.606
zuur,scherp,0.679
zuur,pittig,0.696
staart,staart,1.0
staart,,
dik,zwanger,0.574
dik,obesitas,0.668
dik,dik,1.0
drinken,drinken,1.0
lopen,wandelen,0.875
lopen,lopen,1.0
koken,koken,1.0
dansen,dansen,1.0
kind,baby,0.881
snel,rennen,0.688
piepen,zuur,0.52
onweer,explosie,0.622
eten,eten,1.0
jagen,boogschieten,0.632
slapen,slapen,1.0
gek,gek,1.0
leeg,verbaasd,0.56
dood,dood,1.0
man,buik,0.55
niet,stout,0.545
geur,ruiken,0.933
drinken,drinken,1.0
vliegen,vliegen,1.0
staan,alfaman,
haasten,heet,0.567
comfortabel,blij,0.678
ik,geïrriteerd,0.553
groot,verbijsterd,0.524
hond,hond,1.0
goed,moe,0.54
heet,klaar,0.613
dik,vies,0.634
geven,nee,0.572
rijk,gemeen,0.595
olifant,vallen,0.498
zoemen,vlieg,0.592
zwaar,poepen,0.527
hoorn,nadenken,0.482
berg,stier,0.566
blazen,wind,0.732
horen,vragen,0.782
zwemmen,vallen,0.566
knippen,knippen,1.0
bloem,wonder,0.56
luidruchtig,ruzie,0.663
bang,bang,1.0
zoet,lekker,0.807
kauwen,kauwen,1.0
kruipen,kruipen,1.0
slaan,pijn,0.553
lopen,dansen,0.591
snijden,houthakken,0.791
auto,autorijden,0.913
boos,boos,1.0
vogel,vogel,1.0
vlieg,vliegtuig,0.784
oud,oud,1.0
vangen,vissen,0.66
likken,lolly,0.619
zuigen,zuigen,1.0
bal,voetbal,0.809
bal,bal,1.0
klok,horloge,0.856
klok,tijd,0.666
klok,op tijd,
bitter,vies,0.708
bitter,drinken,0.577
bitter,zuur,0.791
ei,poepen,0.532
ei,eten,0.617
ei,ei,1.0
misschien,verward,0.547
misschien,onwetend,0.533
misschien,vaag,0.605
zout,strooien,0.613
zout,ui,0.657
zout,koken,0.623
klein,klein,1.0
staart,zwaard,0.627
staart,staart,1.0
ruiken,ruiken,1.0
telefoon,bellen,0.836
telefoon,telefoon,1.0
juichen,juichen,1.0
blij,trots,0.711
blij,model,0.467
blij,blij,1.0
regen,schuilen,0.576
regen,paraplu,0.75
regen,regen,1.0
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
langzaam,langzaam,1.0
bijten,bijten,1.0
springen,springen,1.0
rennen,rennen,1.0
eend,eend,1.0
sneeuw,koud,0.736
sneeuw,rillen,0.57
sneeuw,boren,0.524
koud,koud,1.0
vuur,wond,0.537
vuur,aanval,0.591
vuur,wind,0.589
sterk,lekker,0.657
sterk,eten,0.502
sterk,honger,0.549
huilen,huilen,1.0
kotsen,kotsen,1.0
water,drinken,0.692
water,eten,0.648
water,slikken,0.579
wind,storm,0.728
wind,wind,1.0
zingen,zingen,1.0
zwaaien,blij,0.527
zwaaien,trots,0.534
zwaaien,tevreden,0.5
kat,kat,1.0
vrouw,inderdaad,0.524
vrouw,schans,0.49
vrouw,zingen,0.506
hoog,botsing,0.511
hoog,ontploffing,0.557
hoog,piano,0.539
bliksem,raket,0.626
bliksem,scheet,0.563
bliksem,geiser,0.584
ziek,schaap,0.496
ziek,verdrietig,0.672
ziek,snurken,0.552
vallen,moeilijk,0.537
vallen,speer,0.527
vallen,vallen,1.0
grommen,scheuren,0.576
grommen,boos,0.653
grommen,grommen,1.0
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
fiets,fietsen,0.975
fiets,fiets,1.0
ver,kijken,0.584
ver,inzicht,0.538
ver,bestemming,0.594
stil,stil,1.0
zuur,vies,0.623
zuur,eten,0.545
zuur,bitter,0.791
ademen,ademen,1.0
verbranden,prikken,0.591
verbranden,verbranden,1.0
vechten,vechten,1.0
gooien,gooien,1.0
glimlach,blij,0.687
glimlach,lachen,0.858
glimlach,tevreden,0.655
geheim,detective,0.644
geheim,onderzoeken,0.534
geheim,politie,0.535
walgen,vies,0.677
walgen,pesten,0.607
walgen,stinken,0.699
vis,vis,1.0
scherp,heet,0.66
scherp,scherp,1.0
slang,slang,1.0
weten,idee,0.646
weten,slim,0.606
weten,leraar,0.573
lachen,lachen,1.0
fluisteren,fluisteren,1.0
auto,rijden,0.742
dansen,dansen,1.0
ik,ik,1.0
zoemen,vlieg,0.592
hond,hond,1.0
misschien,twijfel,0.612
ademen,ademen,1.0
eten,eten,1.0
fluisteren,fluisteren,1.0
haasten,rennen,0.678
snijden,zagen,0.642
vuur,vuur,1.0
geur,ruiken,0.933
oud,denken,0.522
bang,verbaasd,0.687
zoet,lekker,0.807
onweer,kogels,0.544
gooien,gooien,1.0
leeg,neerzetten,0.557
knippen,knippen,1.0
vogel,vliegen,0.717
vrouw,lichaamsfiguur,
verdrietig,huilen,0.695
zout,zuur,0.736
vangen,gooien,0.677
vallen,bang,0.562
weten,idee,0.646
olifant,olifant,1.0
koken,roeren,0.66
groot,groot,1.0
dood,slapen,0.573
blij,blij,1.0
heet,warm,0.856
berg,driehoek,0.561
lachen,lachen,1.0
rennen,rennen,1.0
bloem,realiseren,0.52
rijk,geld,0.585
luidruchtig,schreeuwen,0.734
regen,druppelen,0.699
dik,moe,0.61
drinken,eend,0.493
springen,schieten,0.724
zuigen,snuiven,0.737
wind,wind,1.0
comfortabel,lekker,0.72
gek,vragen,0.519
koud,koud,1.0
walgen,vies,0.677
piepen,muis,0.579
staart,wind,0.552
verbranden,jammer,0.523
vliegen,vliegen,1.0
jagen,schieten,0.735
geheim,stil,0.633
geheim,stilte,0.705
geheim,stil zijn,
juichen,juichen,1.0
ei,lekker,0.571
ei,ei,1.0
goed,goed,1.0
bliksem,bliksem,1.0
niet,fout,0.629
niet,nee,0.873
niet,verboden,0.683
scherp,snee,0.616
scherp,pijn,0.594
scherp,glas,0.545
sterk,sterk,1.0
ruiken,ruiken,1.0
vliegtuig,vliegen,0.872
vliegtuig,vogel,0.64
vliegtuig,straaljager,0.812
fiets,auto,0.754
fiets,fietsen,0.975
fiets,rijden,0.791
bitter,zuur,0.791
bitter,vies,0.708
bitter,zout,0.638
kat,konijn,0.735
kat,kat,1.0
ziek,ziek,1.0
blazen,blazen,1.0
vechten,boksen,0.773
vechten,vechten,1.0
geven,aangeven,0.851
geven,geven,1.0
kotsen,overgeven,0.887
kotsen,kotsen,1.0
glimlach,glimlach,1.0
zingen,zingen,1.0
kind,zwanger,0.694
kind,buik,0.551
kind,baby,0.881
man,sterker,0.525
man,dun,0.53
man,smal,0.506
klein,klein,1.0
huilen,huilen,1.0
grommen,monster,0.533
grommen,beest,0.57
grommen,grommen,1.0
staan,staan,1.0
zwemmen,zwemmen,1.0
bal,bal,1.0
sneeuw,onweer,0.69
sneeuw,regen,0.727
sneeuw,sneeuwvlok,0.913
vlieg,bij,0.575
vlieg,vlieg,1.0
langzaam,slowmotion,
langzaam,langzaam,1.0
slang,slang,1.0
kruipen,kruipen,1.0
horen,doof,0.581
horen,dom,0.539
horen,onduidelijk,0.524
slapen,slapen,1.0
water,zee,0.681
water,water,1.0
klok,tikken,0.64
klok,regen,0.538
klok,vallen,0.521
telefoon,wekker,0.657
telefoon,melding,0.605
telefoon,beltoon,0.836
boos,gefrustreerd,0.874
boos,boos,1.0
vis,wind,0.525
vis,regen,0.536
vis,geluiden,0.511
zwaar,gefrustreerd,0.668
zwaar,boos,0.662
zwaar,geïrriteerd,0.616
hoog,lekker,0.56
hoog,hoge toon,
hoog,paard,0.517
stil,slang,0.491
stil,stil,1.0
zuur,koud,0.599
zuur,vies,0.623
zuur,niet lekker,
likken,pop,0.537
likken,fles ontkurken,
likken,geluid,0.515
zwaaien,wind,0.598
zwaaien,fluiten,0.611
zwaaien,trein,0.519
eend,eend,1.0
ver,denken,0.597
ver,twijfelen,0.55
ver,goed,0.585
snel,trein,0.599
snel,lawine,0.55
snel,vallen,0.572
hoorn,trein,0.566
hoorn,toeteren,0.906
hoorn,blazen,0.643
bijten,eten,0.698
bijten,lekker,0.629
bijten,opeten,0.749
kauwen,eten,0.748
kauwen,kauwen,1.0
slaan,schieten,0.734
slaan,geraakt,0.794
slaan,katapult,0.582
lopen,neuriën,0.55
lopen,spannend,0.532
lopen,langzaam,0.614
gek,walging,0.506
koken,inademen,0.536
ei,breken,0.561
blij,verbazing,0.628
kruipen,storing,0.505
huilen,huilen,1.0
zwemmen,vis,0.717
gooien,wind,0.56
water,regenen,0.667
auto,auto,1.0
leeg,twijfelen,0.534
kat,kat,1.0
walgen,vies,0.677
klein,lift,0.511
horen,vragen,0.782
lachen,lachen,1.0
ruiken,verdrietig,0.522
fluisteren,schieten,0.519
snijden,zagen,0.642
comfortabel,fijn,0.771
kind,wiegen,0.563
langzaam,traag,0.948
zoet,genieten,0.589
ademen,ademen,1.0
grommen,grommen,1.0
zuigen,zuigen,1.0
lopen,marcheren,0.78
rijk,geld,0.585
haasten,rennen,0.678
zoemen,bij,0.582
dood,dood,1.0
hoorn,roepen,0.643
geur,ruiken,0.933
drinken,drinken,1.0
rennen,rennen,1.0
staan,rustig,0.559
bloem,geur,0.607
knippen,schaar,0.772
ver,zoeken,0.582
snel,haasten,0.794
goed,goed,1.0
zwaar,zwaar,1.0
oud,oud,1.0
sterk,sterk,1.0
likken,likken,1.0
olifant,olifant,1.0
dansen,dansen,1.0
groot,groeien,0.632
koud,kou,0.951
heet,warm,0.856
bliksem,wijzen,0.518
verbranden,dansen,0.535
vallen,vallen,1.0
slapen,slapen,1.0
sneeuw,regen,0.727
sneeuw,herfst,0.646
sneeuw,sneeuw,1.0
fiets,fietsen,0.975
fiets,stappen,0.56
fiets,paardrijden,0.712
boos,boos,1.0
hoog,grijpen,0.539
hoog,verleggen,0.523
hoog,groeien,0.603
luidruchtig,gillen,0.716
luidruchtig,juichen,0.627
luidruchtig,lawaai,0.836
verdrietig,verdrietig,1.0
staart,staart,1.0
blazen,blazen,1.0
weten,denken,0.816
weten,idee,0.646
weten,nadenken,0.713
geheim,straffen,0.485
geheim,zacht,0.55
geheim,verrassen,0.583
telefoon,telefoon,1.0
vogel,vogel,1.0
man,beter,0.505
man,groeien,0.515
man,jongen,0.778
regen,regen,1.0
stil,stil,1.0
vangen,vangen,1.0
vliegen,vliegen,1.0
slaan,slaan,1.0
zingen,hoog,0.531
zingen,toon,0.656
zingen,zingen,1.0
vliegtuig,wind,0.598
vliegtuig,auto,0.659
vliegtuig,crash,0.667
misschien,denken,0.784
misschien,twijfelen,0.642
misschien,nadenken,0.712
berg,zwaar,0.571
berg,zakken,0.541
berg,waaien,0.558
zout,verbranden,0.536
zout,vies,0.586
zout,proeven,0.573
piepen,piepen,1.0
geven,opluchting,0.588
geven,denken,0.648
geven,idee,0.567
jagen,dood,0.547
jagen,schietpartij,0.621
jagen,bom,0.542
wind,wind,1.0
klok,klok,1.0
juichen,juichen,1.0
ik,blij,0.613
ik,twijfelen,0.638
ik,neuriën,0.537
bitter,vies,0.708
bitter,afkeer,0.668
bitter,zout,0.638
vis,water,0.706
vis,vis,1.0
vlieg,duif,0.687
vlieg,uil,0.682
vlieg,vogel,0.706
scherp,schieten,0.569
scherp,injectie,0.526
scherp,steek,0.64
onweer,machine,0.52
onweer,vliegtuig,0.575
onweer,raar,0.522
springen,druppelen,0.597
springen,huppelen,0.82
springen,springen,1.0
glimlach,giechelen,0.781
glimlach,glimlach,1.0
eend,eend,1.0
vrouw,mooi,0.536
vrouw,vrouw,1.0
bang,bang,1.0
zuur,vies,0.623
zuur,bitter,0.791
zuur,walging,0.605
dik,obesitas,0.668
dik,dik,1.0
bijten,kauwen,0.856
bijten,happen,0.979
bijten,bijten,1.0
kauwen,kauwen,1.0
eten,eten,1.0
zwaaien,zwaaien,1.0
bal,vissenkom,
bal,bal,1.0
hond,hond,1.0
vuur,tornado,0.611
vuur,vuur,1.0
niet,straffen,0.521
niet,nee,0.873
niet,afwijzen,0.598
ziek,ziek,1.0
slang,slang,1.0
vechten,boksen,0.773
vechten,knockout,
vechten,vechten,1.0
kotsen,overgeven,0.887
kotsen,kotsen,1.0
koken,koken,1.0
leeg,doos,0.63
groot,vuurwerk,0.56
vrouw,krullen,0.527
regen,regen,1.0
vallen,bom,0.585
grommen,leeuw,0.554
lopen,lopen,1.0
wind,wind,1.0
gek,gek,1.0
auto,auto,1.0
ik,persoon,0.656
walgen,vies,0.677
zwaar,zwaar,1.0
man,boos,0.558
misschien,radeloos,0.536
lachen,blij,0.673
kotsen,ziek,0.685
snijden,snijden,1.0
knippen,trein,0.499
vuur,vuur,1.0
oud,irritant,0.538
onweer,oorlog,0.536
drinken,drinken,1.0
jagen,vechten,0.633
zuigen,ademen,0.711
gooien,raket,0.566
comfortabel,lekker,0.72
dansen,muziek,0.726
dood,bom,0.557
blij,deuntje,0.595
bliksem,oorlog,0.518
berg,werk,0.492
ziek,ziek,1.0
blazen,blazen,1.0
zwemmen,zee,0.716
rijk,rijk,1.0
bloem,bloem,1.0
zoemen,visje,0.531
heet,heet,1.0
ademen,ademen,1.0
vliegen,vliegen,1.0
geven,geven,1.0
rennen,rennen,1.0
staan,staan,1.0
olifant,olifant,1.0
haasten,haast,0.773
hond,hond,1.0
hoorn,hoorn,1.0
zuur,vies,0.623
staart,staart,1.0
verbranden,heet,0.706
weten,slim,0.606
likken,likken,1.0
fiets,trein,0.634
fiets,joggen,0.649
fiets,hardlopen,0.639
sneeuw,waaien,0.619
sneeuw,chaos,0.548
sneeuw,bos,0.591
ver,irritant,0.587
ver,plassen,0.507
ver,opgelucht,0.546
snel,oorlog,0.52
snel,vuurwerk,0.496
snel,snel,1.0
slang,slang,1.0
piepen,kat,0.567
piepen,muis,0.579
piepen,kitten,0.563
slaan,dood,0.572
slaan,steken,0.764
slaan,vallen,0.711
slapen,slapen,1.0
fluisteren,fluisteren,1.0
eend,kikker,0.7
eend,eend,1.0
juichen,juichen,1.0
koud,koud,1.0
vis,water,0.706
vis,blub,
vis,kraan,0.556
zoet,lekker,0.807
zoet,smakelijk,0.791
zoet,eten,0.646
kruipen,water,0.521
kruipen,blussen,0.5
kruipen,brand,0.48
eten,smakken,0.54
eten,lekker,0.697
eten,eten,1.0
horen,genieten,0.637
horen,verward,0.541
horen,verstoord,0.549
ruiken,ruiken,1.0
glimlach,lachen,0.858
glimlach,lach,0.965
glimlach,blij,0.687
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
vogel,vogel,1.0
kind,kind,1.0
luidruchtig,gillen,0.716
luidruchtig,drama,0.52
luidruchtig,druk,0.746
geur,geur,1.0
langzaam,langzaam,1.0
dik,dik,1.0
kauwen,bijten,0.856
kauwen,knarsen,0.651
kauwen,spoelen,0.573
zwaaien,zwaaien,1.0
geheim,roddelen,0.606
geheim,geheim,1.0
bitter,vies,0.708
bitter,onsmakelijk,0.758
bitter,matig,0.634
scherp,snijden,0.623
scherp,snee,0.616
scherp,steken,0.626
klein,klein,1.0
sterk,sterk,1.0
bijten,bijten,1.0
vangen,vangen,1.0
springen,springen,1.0
bal,bal,1.0
klok,klok,1.0
kat,kat,1.0
vlieg,vliegen,0.942
vlieg,vlieg,1.0
hoog,hoog,1.0
niet,nee,0.873
niet,afkeuren,0.599
niet,niet,1.0
bang,schrikken,0.874
bang,bang,1.0
vechten,vechten,1.0
water,water,1.0
telefoon,telefoon,1.0
zingen,zingen,1.0
boos,boos,1.0
ei,proeven,0.532
ei,appel,0.577
ei,tomaat,0.66
goed,goed,1.0
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
zout,zout,1.0
stil,stil,1.0
huilen,huilen,1.0
bloem,wolk,0.572
comfortabel,koud,0.582
ver,indruk,0.549
oud,rugpijn,0.51
drinken,drinken,1.0
vechten,vechten,1.0
grommen,grommen,1.0
horen,luisteren,0.813
lachen,lachen,1.0
leeg,kom,0.605
haasten,rennen,0.678
walgen,ranzig,0.67
blij,blij,1.0
zwaar,tillen,0.562
man,gespierd,0.571
niet,fout,0.629
dik,dik,1.0
ruiken,ruiken,1.0
knippen,knippen,1.0
dansen,dansen,1.0
bitter,bubbelen,
hoorn,blazen,0.643
luidruchtig,luisteren,0.582
misschien,afvragen,0.676
slaan,neerslaan,0.8
staan,neerzetten,0.767
gooien,gooien,1.0
koken,bakken,0.841
gek,gek,1.0
vlieg,vliegen,0.942
heet,heet,1.0
verdrietig,verdrietig,1.0
bijten,bijten,1.0
verbranden,verbrand,0.942
zuigen,zuigen,1.0
wind,wind,1.0
snijden,vegen,0.621
rijk,bellen,0.52
groot,mooi,0.687
zoemen,bij,0.582
vuur,storm,0.626
bliksem,schieten,0.62
berg,twijfelen,0.507
regen,rotsen,0.541
zwemmen,wind,0.524
olifant,vliegen,0.49
auto,hoog,0.496
ik,instemmen,0.551
boos,nee,0.573
kind,lief,0.64
ei,lekker,0.571
vrouw,kletsen,0.491
geur,ruiken,0.933
kotsen,overgeven,0.887
eend,krokodil,0.612
eend,vogel,0.808
eend,vis,0.638
klok,tijd,0.666
klok,zonuren,
klok,lucht,0.522
kat,konijn,0.735
kat,kat,1.0
ziek,ziek,1.0
zuur,bijten,0.597
zuur,tandpijn,0.598
zuur,kiespijn,0.612
piepen,zwaar,0.487
piepen,deur,0.584
piepen,openen,0.564
eten,eten,1.0
rennen,rennen,1.0
fluisteren,fluisteren,1.0
bal,bal,1.0
fiets,fietsen,0.975
fiets,fiets,1.0
snel,sprinten,0.696
snel,record,0.525
snel,snelste,0.99
scherp,verbrand,0.559
scherp,blauwe plek,
scherp,nagel,0.549
stil,stilte,0.896
stil,stil,1.0
zoet,ijsje,0.778
zoet,snoep,0.89
zoet,lekker,0.807
staart,staart,1.0
weten,slim,0.606
weten,denken,0.816
weten,idee,0.646
water,zee,0.681
water,water,1.0
zingen,zingen,1.0
sneeuw,modder,0.669
sneeuw,sneeuw,1.0
vogel,vogel,1.0
dood,dood,1.0
slang,slang,1.0
vangen,vangen,1.0
kauwen,eten,0.748
kauwen,kauwen,1.0
huilen,huilen,1.0
springen,springen,1.0
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
geheim,stilte,0.705
geheim,stil,0.633
geheim,niet praten,
koud,koud,1.0
hoog,hoog,1.0
bang,bang,1.0
sterk,sterk,1.0
blazen,wind,0.732
blazen,blazen,1.0
vliegen,vliegen,1.0
lopen,wandelen,0.875
lopen,lopen,1.0
zwaaien,begroeten,0.622
zwaaien,roepen,0.633
zwaaien,aandacht,0.523
juichen,blij,0.74
juichen,winnen,0.608
juichen,vieren,0.731
vis,vis,1.0
goed,,
goed,bellen,0.5
goed,klingen,
klein,teleurstelling,0.516
klein,verdrietig,0.573
klein,,0.529
onweer,stampen,0.494
onweer,schieten,0.55
onweer,vuurwerk,0.616
kruipen,,0.496
kruipen,rennen,0.67
kruipen,wandelen,0.668
jagen,schieten,0.735
jagen,geweer,0.603
jagen,jagen,1.0
slapen,slapen,1.0
telefoon,bellen,0.836
telefoon,deurbel,0.716
telefoon,telefoon,1.0
glimlach,lachen,0.858
glimlach,grappig,0.618
glimlach,glimlach,1.0
hond,hond,1.0
zout,blikje,0.54
zout,slagroom,0.575
zout,proeven,0.573
langzaam,dronken,0.517
langzaam,langzaam,1.0
ademen,ademen,1.0
vallen,pijn,0.518
vallen,stoten,0.728
vallen,stoot,0.636
geven,eens,0.578
geven,denken,0.648
geven,kletsen,0.568
likken,likken,1.0
koken,roeren,0.66
olifant,olifant,1.0
vis,vis,1.0
bliksem,bliksem,1.0
kauwen,kauwen,1.0
drinken,drinken,1.0
vechten,boksen,0.773
lachen,lachen,1.0
slapen,slapen,1.0
rijk,geld,0.585
comfortabel,opgelucht,0.633
koud,koud,1.0
walgen,vies,0.677
ver,zoeken,0.582
luidruchtig,grappig,0.559
slang,slang,1.0
huilen,baby,0.586
horen,luisteren,0.813
snijden,blazen,0.562
bloem,rollen,0.536
berg,wind,0.557
regen,tikken,0.507
verbranden,blazen,0.63
vliegen,golven,0.565
weten,lekker,0.538
water,waaien,0.566
wind,vliegtuig,0.598
auto,brommer,0.754
dansen,zingen,0.688
kind,baby,0.881
vlieg,bij,0.575
zwaar,vallen,0.569
hoorn,trompet,0.83
misschien,bedenken,0.689
stil,water,0.537
gooien,duwen,0.678
knippen,knippen,1.0
gek,raar,0.832
dood,dood,1.0
hond,tijger,0.637
man,stoer,0.532
zuur,walging,0.605
dik,dik,1.0
vallen,omvallen,0.937
zuigen,blazen,0.697
leeg,vinden,0.514
haasten,rennen,0.678
snel,racen,0.635
piepen,voorzichtig,0.491
zoet,lekker,0.807
ademen,ademen,1.0
eten,eten,1.0
springen,springen,1.0
likken,likken,1.0
klok,paard,0.511
klok,klok,1.0
glimlach,lachen,0.858
glimlach,glimlachen,0.992
bitter,walgen,0.647
bitter,vies,0.708
bitter,zuur,0.791
niet,slurpen,0.51
niet,afwijzen,0.598
niet,teleurgesteld,0.574
klein,baby,0.644
klein,lammetje,0.531
klein,snikken,0.567
vangen,gooien,0.677
vangen,vangen,1.0
grommen,grommen,1.0
slaan,deur,0.566
slaan,knal,0.723
slaan,slaan,1.0
ruiken,snikken,0.575
ruiken,ruiken,1.0
telefoon,telefoon,1.0
juichen,blij,0.74
juichen,gewonnen,0.667
juichen,juichen,1.0
vrouw,gelukkig,0.515
vrouw,koppel,0.618
vrouw,vrolijk,0.517
goed,duidelijk,0.663
goed,deurbel,0.528
goed,correct,0.752
hoog,vallen,0.586
hoog,vliegtuig,0.522
hoog,zingen,0.531
oud,denken,0.522
oud,zeuren,0.539
oud,boos,0.543
bijten,eten,0.698
bijten,kauwen,0.856
bijten,stikken,0.657
jagen,ontploffing,0.512
jagen,opblazen,0.586
jagen,vallen,0.627
rennen,sporten,0.627
rennen,gewichtheffen,0.522
rennen,rennen,1.0
zwaaien,zwaaien,1.0
geheim,stilte,0.705
geheim,fluisteren,0.645
geheim,stilte,0.705
boos,vechten,0.571
boos,stoer,0.561
boos,ruzie,0.649
groot,luchtballon,0.567
groot,omhoog,0.585
groot,lang,0.709
geur,ruiken,0.933
geur,geur,1.0
staart,scheet,0.544
staart,verrassing,0.503
staart,staart,1.0
onweer,klap,0.607
onweer,knal,0.614
onweer,explosie,0.622
geven,voorstellen,0.813
geven,geven,1.0
zwemmen,zwemmen,1.0
bal,basketbal,0.847
bal,sporten,0.696
bal,luchtballon,0.665
eend,eend,1.0
zoemen,snel,0.6
zoemen,raceauto,0.579
zoemen,vliegtuig,0.571
ei,ei,1.0
vuur,heet,0.786
vuur,vuur,1.0
heet,heet,1.0
verdrietig,teleurgesteld,0.792
verdrietig,verdrietig,1.0
blazen,blazen,1.0
fluisteren,roddelen,0.788
fluisteren,smiespelen,
fluisteren,fluisteren,1.0
vliegtuig,vliegen,0.872
vliegtuig,vogel,0.64
vliegtuig,vliegtuig,1.0
fiets,auto,0.754
fiets,fietsen,0.975
fiets,fiets,1.0
bang,vluchten,0.59
bang,bang,1.0
scherp,scheermes,0.653
ziek,niezen,0.605
ziek,nachtmerrie,0.572
ziek,gapen,0.524
langzaam,langzaam,1.0
kruipen,kruipen,1.0
staan,vrouw,0.566
staan,staan,1.0
lopen,wandelen,0.875
lopen,lopen,1.0
zingen,zingen,1.0
sneeuw,sneeuw,1.0
ik,komen,0.617
ik,man,0.654
ik,hier,0.771
vogel,vliegen,0.717
vogel,zweven,0.62
vogel,vogel,1.0
kat,kat,1.0
blij,blij,1.0
zout,proeven,0.573
zout,kruiden,0.729
zout,vies,0.586
sterk,sterk,1.0
kotsen,kotsen,1.0
snijden,snijden,1.0
haasten,rennen,0.678
boos,boos,1.0
snel,rennen,0.688
dik,dik,1.0
vangen,vangen,1.0
likken,likken,1.0
kotsen,overgeven,0.887
lopen,rennen,0.867
gek,snel,0.532
comfortabel,lui,0.586
ver,zoeken,0.582
luidruchtig,angstig,0.664
geur,ruiken,0.933
oud,ouderen,0.786
stil,stil,1.0
zuigen,koud,0.539
fluisteren,roddelen,0.788
auto,auto,1.0
leeg,stilte,0.618
vogel,vogels,0.881
kind,ruzie,0.529
berg,wind,0.557
verdrietig,snikken,0.717
huilen,huilen,1.0
vallen,pijn hebben,
staan,lachen,0.553
rijk,geld,0.585
knippen,wegjagen,0.598
ik,neuriën,0.537
dood,kraken,0.506
goed,aantikken,0.518
hoorn,wolf,0.598
klein,vogel,0.528
kruipen,klimmen,0.794
grommen,grommen,1.0
dansen,dansen,1.0
